Date,Value,Open,High,Low,Vol.,Change %
12/05/2024,2632.05,2649.92,2655.62,2623.55,,-0.67%
12/04/2024,2649.79,2643.57,2657.36,2632.50,,0.24%
12/03/2024,2643.44,2639.05,2655.71,2634.12,121.32K,0.17%
12/02/2024,2638.93,2653.82,2656.21,2621.90,,-0.55%
11/29/2024,2653.55,2641.20,2666.35,2634.11,,0.48%
11/28/2024,2640.96,2635.74,2650.12,2620.95,,0.21%
11/27/2024,2635.51,2632.16,2658.40,2627.06,,0.14%
11/26/2024,2631.89,2625.38,2642.05,2605.29,,0.25%
11/25/2024,2625.26,2715.10,2721.43,2615.70,,-3.22%
11/22/2024,2712.55,2669.84,2712.91,2667.38,,1.61%
11/21/2024,2669.69,2650.19,2673.86,2647.95,,0.74%
11/20/2024,2650.05,2631.80,2655.50,2618.70,,0.70%
11/19/2024,2631.68,2612.29,2639.69,2610.25,,0.75%
11/18/2024,2612.20,2561.59,2615.17,2561.59,,1.99%
11/15/2024,2561.24,2566.54,2576.09,2554.58,,-0.19%
11/14/2024,2566.19,2573.91,2581.61,2536.91,,-0.29%
11/13/2024,2573.78,2597.41,2618.97,2573.00,,-0.90%
11/12/2024,2597.27,2620.31,2627.24,2589.79,,-0.88%
11/11/2024,2620.20,2684.81,2686.51,2610.62,,-2.37%
11/08/2024,2683.77,2707.37,2710.51,2680.36,,-0.86%
11/07/2024,2706.99,2659.36,2710.20,2643.50,,1.80%
11/06/2024,2659.24,2743.88,2749.80,2652.44,,-3.07%
11/05/2024,2743.59,2736.58,2750.06,2724.75,,0.26%
11/04/2024,2736.39,2734.10,2748.30,2729.78,,0.05%
11/01/2024,2735.16,2742.50,2762.29,2733.20,,-0.32%
10/31/2024,2743.80,2787.75,2790.41,2731.65,,-1.52%
10/30/2024,2786.19,2775.01,2790.09,2770.65,,0.40%
10/29/2024,2775.13,2743.70,2775.89,2739.82,,1.21%
10/28/2024,2741.98,2734.84,2746.06,2724.72,,-0.21%
10/25/2024,2747.69,2736.10,2747.97,2716.97,,0.44%
10/24/2024,2735.70,2717.99,2743.38,2715.72,,0.67%
10/23/2024,2717.54,2749.52,2758.53,2708.79,,-1.12%
10/22/2024,2748.38,2720.00,2749.47,2718.93,,1.06%
10/21/2024,2719.65,2721.71,2740.61,2714.23,,-0.02%
10/18/2024,2720.25,2692.41,2722.87,2691.48,,1.03%
10/17/2024,2692.55,2674.05,2696.80,2673.00,,0.72%
10/16/2024,2673.24,2663.00,2685.73,2658.71,,0.46%
10/15/2024,2660.99,2651.75,2669.07,2638.31,,0.37%
10/14/2024,2651.05,2657.21,2666.94,2643.16,,-0.19%
10/11/2024,2656.00,2630.80,2661.55,2627.65,,1.01%
10/10/2024,2629.48,2608.14,2631.63,2604.15,,0.83%
10/09/2024,2607.77,2620.19,2624.65,2605.18,,-0.54%
10/08/2024,2621.94,2643.50,2653.09,2604.79,,-0.82%
10/07/2024,2643.58,2651.20,2659.91,2637.70,,-0.33%
10/04/2024,2652.25,2654.39,2670.15,2632.00,,-0.14%
10/03/2024,2655.90,2658.66,2663.40,2639.73,,-0.07%
10/02/2024,2657.75,2661.15,2663.85,2641.18,,-0.19%
10/01/2024,2662.82,2635.41,2673.20,2631.98,,1.08%
09/30/2024,2634.49,2658.30,2666.11,2624.78,,-0.88%
09/27/2024,2657.97,2669.50,2674.40,2643.15,,-0.46%
09/26/2024,2670.20,2657.32,2685.96,2654.56,,0.50%
09/25/2024,2656.82,2655.90,2670.60,2649.84,,0.00%
09/24/2024,2656.70,2628.92,2664.47,2622.58,,1.08%
09/23/2024,2628.40,2621.81,2635.54,2613.60,,0.25%
09/20/2024,2621.96,2587.50,2625.79,2584.81,,1.37%
09/19/2024,2586.48,2559.07,2594.89,2551.26,,1.08%
09/18/2024,2558.80,2571.73,2600.21,2546.98,,-0.42%
09/17/2024,2569.52,2582.46,2587.01,2560.84,,-0.51%
09/16/2024,2582.58,2578.06,2589.78,2575.40,,0.24%
09/13/2024,2576.50,2556.52,2586.18,2556.52,,0.69%
09/12/2024,2558.75,2512.02,2560.21,2511.02,,1.88%
09/11/2024,2511.44,2515.70,2529.40,2501.01,,-0.19%
09/10/2024,2516.12,2506.84,2518.57,2500.16,,0.43%
09/09/2024,2505.25,2497.32,2507.42,2485.60,,0.33%
09/06/2024,2497.03,2516.90,2529.30,2485.15,,-0.77%
09/05/2024,2516.32,2495.50,2523.54,2493.76,,0.89%
09/04/2024,2494.19,2492.94,2500.20,2471.95,,0.06%
09/03/2024,2492.76,2500.50,2506.44,2473.25,,-0.26%
09/02/2024,2499.29,2502.74,2507.50,2490.14,,-0.15%
08/30/2024,2503.03,2520.89,2527.07,2494.36,,-0.72%
08/29/2024,2521.18,2504.65,2528.77,2503.65,,0.76%
08/28/2024,2502.25,2522.74,2529.15,2493.66,,-0.88%
08/27/2024,2524.57,2518.30,2526.27,2503.41,,0.31%
08/26/2024,2516.89,2511.43,2527.76,2508.71,,0.19%
08/23/2024,2512.07,2482.20,2518.45,2481.20,,1.16%
08/22/2024,2483.29,2512.50,2514.82,2470.86,,-1.14%
08/21/2024,2511.95,2512.82,2520.09,2494.15,,-0.07%
08/20/2024,2513.74,2501.55,2532.05,2497.33,,0.39%
08/19/2024,2503.92,2508.40,2510.45,2485.83,,-0.13%
08/16/2024,2507.28,2456.57,2509.89,2450.76,,2.08%
08/15/2024,2456.10,2448.15,2470.25,2432.19,,0.35%
08/14/2024,2447.64,2467.40,2478.49,2438.12,,-0.71%
08/13/2024,2465.03,2472.64,2477.02,2458.50,,-0.29%
08/12/2024,2472.25,2431.21,2473.48,2423.84,,1.70%
08/09/2024,2430.93,2427.29,2437.15,2416.93,,0.17%
08/08/2024,2426.75,2382.43,2427.80,2380.70,,1.90%
08/07/2024,2381.53,2389.67,2407.05,2379.05,,-0.33%
08/06/2024,2389.37,2410.01,2418.35,2381.79,,-0.76%
08/05/2024,2407.65,2443.27,2458.80,2364.40,,-1.46%
08/02/2024,2443.29,2445.16,2477.72,2410.83,,-0.09%
08/01/2024,2445.42,2448.10,2462.40,2430.25,,-0.11%
07/31/2024,2448.10,2410.09,2451.00,2410.17,,1.65%
07/30/2024,2408.43,2383.66,2413.00,2376.51,,1.04%
07/29/2024,2383.54,2387.20,2403.23,2369.77,,-0.09%
07/26/2024,2385.57,2364.30,2390.82,2355.89,,0.89%
07/25/2024,2364.50,2398.49,2401.32,2353.19,,-1.38%
07/24/2024,2397.59,2408.94,2432.05,2396.50,,-0.48%
07/23/2024,2409.21,2396.80,2412.15,2388.26,,0.48%
07/22/2024,2397.65,2400.41,2412.32,2384.00,,-0.13%
07/19/2024,2400.79,2445.34,2446.29,2393.92,,-1.81%
07/18/2024,2444.97,2460.13,2475.02,2440.41,,-0.55%
07/17/2024,2458.38,2476.22,2483.78,2451.60,,-0.41%
07/16/2024,2468.57,2424.80,2469.91,2423.54,,1.92%
07/15/2024,2422.07,2409.50,2439.74,2401.35,,0.45%
07/12/2024,2411.27,2416.47,2418.37,2391.52,,-0.15%
07/11/2024,2414.78,2371.58,2424.62,2370.83,,1.84%
07/10/2024,2371.07,2363.80,2386.75,2362.73,,0.32%
07/09/2024,2363.58,2358.60,2371.52,2349.59,,0.20%
07/08/2024,2358.80,2391.77,2391.85,2351.16,,-1.37%
07/05/2024,2391.46,2358.01,2393.04,2354.03,,1.50%
07/04/2024,2356.12,2353.70,2362.64,2350.76,,0.00%
07/03/2024,2356.06,2328.00,2365.06,2326.93,,1.15%
07/02/2024,2329.28,2332.05,2336.90,2319.24,,-0.10%
07/01/2024,2331.70,2326.46,2338.72,2318.55,,0.26%
06/28/2024,2325.71,2327.75,2339.79,2319.15,,-0.07%
06/27/2024,2327.45,2299.80,2331.00,2296.50,,1.29%
06/26/2024,2297.91,2320.00,2323.95,2293.70,,-0.91%
06/25/2024,2319.01,2333.25,2337.26,2315.56,,-0.60%
06/24/2024,2332.93,2321.60,2335.02,2317.37,,0.54%
06/21/2024,2320.34,2360.30,2368.85,2316.76,,-1.66%
06/20/2024,2359.63,2329.15,2365.52,2327.30,,1.38%
06/19/2024,2327.48,2329.79,2335.10,2323.84,,-0.04%
06/18/2024,2328.33,2319.38,2333.25,2306.63,,0.41%
06/17/2024,2318.87,2332.20,2333.48,2310.02,,-0.59%
06/14/2024,2332.52,2302.52,2336.87,2301.35,,1.27%
06/13/2024,2303.19,2325.70,2326.70,2295.68,,-0.83%
06/12/2024,2322.55,2315.53,2341.70,2310.80,,0.27%
06/11/2024,2316.27,2311.00,2320.17,2297.69,,0.25%
06/10/2024,2310.60,2296.00,2313.87,2287.31,,0.78%
06/07/2024,2292.71,2376.50,2387.85,2286.77,,-3.49%
06/06/2024,2375.61,2355.16,2378.57,2353.60,,0.88%
06/05/2024,2354.78,2328.00,2358.07,2325.88,,1.16%
06/04/2024,2327.68,2349.00,2351.76,2315.53,,-0.96%
06/03/2024,2350.35,2329.61,2354.82,2314.76,,1.00%
05/31/2024,2326.97,2345.07,2353.24,2323.96,,-0.68%
05/30/2024,2343.00,2339.67,2351.83,2322.72,,0.18%
05/29/2024,2338.77,2361.00,2362.86,2334.75,,-0.94%
05/28/2024,2360.95,2352.29,2364.12,2340.17,,0.43%
05/27/2024,2350.74,2334.50,2358.56,2332.36,,0.73%
05/24/2024,2333.76,2328.40,2347.54,2325.40,,0.23%
05/23/2024,2328.37,2378.60,2383.86,2327.00,,-2.10%
05/22/2024,2378.25,2423.75,2426.64,2374.98,,-1.79%
05/21/2024,2421.64,2426.84,2434.00,2406.32,,-0.14%
05/20/2024,2425.12,2415.02,2450.13,2407.34,,0.42%
05/17/2024,2414.89,2376.81,2422.87,2373.96,,1.62%
05/16/2024,2376.44,2386.42,2397.44,2371.01,,-0.40%
05/15/2024,2386.04,2358.20,2390.36,2351.82,,1.19%
05/14/2024,2357.97,2338.20,2359.83,2334.55,,0.94%
05/13/2024,2336.05,2362.70,2364.94,2332.34,,-1.02%
05/10/2024,2360.14,2346.26,2378.45,2345.25,,0.61%
05/09/2024,2345.88,2309.04,2347.59,2306.67,,1.61%
05/08/2024,2308.65,2314.70,2321.56,2303.85,,-0.22%
05/07/2024,2313.79,2322.50,2330.06,2310.06,,-0.42%
05/06/2024,2323.57,2302.50,2331.99,2291.79,,0.96%
05/03/2024,2301.56,2303.20,2321.64,2277.47,,-0.08%
05/02/2024,2303.29,2319.89,2326.57,2285.58,,-0.63%
05/01/2024,2317.90,2285.91,2328.40,2281.66,,1.41%
04/30/2024,2285.57,2335.10,2336.54,2284.94,,-2.09%
04/29/2024,2334.44,2337.50,2346.85,2320.08,,-0.14%
04/26/2024,2337.72,2332.16,2352.62,2326.30,,0.25%
04/25/2024,2331.78,2316.20,2344.86,2305.28,,0.69%
04/24/2024,2315.82,2322.19,2337.16,2311.90,,-0.26%
04/23/2024,2321.81,2326.62,2334.48,2291.40,,-0.19%
04/22/2024,2326.29,2388.20,2388.72,2325.29,,-2.68%
04/19/2024,2390.45,2378.60,2417.79,2372.96,,0.51%
04/18/2024,2378.25,2360.74,2392.84,2360.70,,0.74%
04/17/2024,2360.81,2383.20,2395.63,2354.84,,-0.92%
04/16/2024,2382.83,2382.86,2398.34,2362.95,,0.01%
04/15/2024,2382.51,2343.86,2387.59,2324.59,,1.67%
04/12/2024,2343.43,2373.59,2431.53,2333.90,,-1.26%
04/11/2024,2373.24,2333.17,2377.80,2325.84,,1.73%
04/10/2024,2332.79,2352.91,2360.15,2319.54,,-0.84%
04/09/2024,2352.58,2339.24,2365.34,2336.94,,0.59%
04/08/2024,2338.89,2322.00,2354.09,2302.86,,0.40%
04/05/2024,2329.50,2289.88,2330.34,2267.85,,1.75%
04/04/2024,2289.43,2299.62,2305.31,2280.15,,-0.42%
04/03/2024,2299.17,2279.57,2301.22,2265.50,,0.84%
04/02/2024,2280.10,2250.88,2281.17,2246.79,,1.32%
04/01/2024,2250.36,2239.59,2265.86,2228.54,,0.81%
03/28/2024,2232.38,2194.19,2235.90,2187.33,,1.75%
03/27/2024,2194.02,2179.03,2197.71,2173.59,,0.71%
03/26/2024,2178.58,2171.82,2200.15,2167.75,,0.33%
03/25/2024,2171.45,2165.79,2181.30,2163.50,,0.34%
03/22/2024,2164.15,2181.50,2186.25,2157.15,,-0.76%
03/21/2024,2180.81,2186.00,2222.90,2166.50,,-0.24%
03/20/2024,2185.96,2158.29,2188.90,2149.60,,1.33%
03/19/2024,2157.23,2160.70,2162.93,2146.90,,-0.13%
03/18/2024,2159.99,2156.00,2163.64,2146.05,,0.21%
03/15/2024,2155.54,2162.40,2173.25,2155.19,,-0.25%
03/14/2024,2161.01,2174.29,2177.10,2152.86,,-0.62%
03/13/2024,2174.40,2158.25,2179.91,2155.54,,0.76%
03/12/2024,2157.99,2183.00,2184.86,2150.59,,-1.12%
03/11/2024,2182.47,2177.71,2189.04,2174.80,,0.23%
03/08/2024,2177.51,2159.40,2195.20,2154.08,,0.85%
03/07/2024,2159.16,2148.54,2164.54,2144.29,,0.51%
03/06/2024,2148.29,2127.95,2152.29,2123.65,,0.98%
03/05/2024,2127.55,2115.15,2142.15,2110.52,,0.59%
03/04/2024,2114.99,2082.09,2119.95,2079.45,,1.52%
03/01/2024,2083.39,2043.44,2088.40,2038.55,,1.96%
02/29/2024,2043.24,2034.92,2050.79,2027.75,,0.42%
02/28/2024,2034.62,2030.05,2038.30,2024.56,,0.25%
02/27/2024,2029.64,2030.99,2039.99,2028.78,,-0.05%
02/26/2024,2030.66,2034.49,2037.59,2025.10,,-0.25%
02/23/2024,2035.72,2024.49,2041.43,2015.55,,0.57%
02/22/2024,2024.11,2025.24,2034.84,2019.70,,-0.04%
02/21/2024,2024.99,2023.80,2032.22,2020.19,,0.07%
02/20/2024,2023.53,2017.99,2030.96,2015.02,,0.29%
02/19/2024,2017.63,2013.16,2023.34,2011.57,,0.22%
02/16/2024,2013.10,2004.40,2015.25,1995.26,,0.45%
02/15/2024,2004.09,1992.69,2008.49,1990.25,,0.59%
02/14/2024,1992.39,1992.55,1996.14,1984.30,,0.01%
02/13/2024,1992.13,2019.90,2030.05,1990.19,,-1.37%
02/12/2024,2019.79,2024.53,2028.09,2011.91,,-0.22%
02/09/2024,2024.16,2033.65,2037.44,2020.30,,-0.44%
02/08/2024,2033.18,2034.55,2038.94,2019.75,,-0.05%
02/07/2024,2034.22,2035.90,2044.65,2030.65,,-0.06%
02/06/2024,2035.46,2024.99,2039.02,2022.55,,0.53%
02/05/2024,2024.67,2039.91,2042.32,2014.40,,-0.68%
02/02/2024,2038.59,2055.09,2058.20,2027.45,,-0.79%
02/01/2024,2054.89,2037.59,2065.42,2029.55,,0.87%
01/31/2024,2037.19,2036.58,2056.08,2031.00,,0.05%
01/30/2024,2036.12,2031.97,2048.48,2029.19,,0.21%
01/29/2024,2031.75,2019.40,2037.75,2017.38,,0.66%
01/26/2024,2018.34,2019.94,2026.80,2015.97,,-0.07%
01/25/2024,2019.75,2012.84,2025.27,2010.15,,0.36%
01/24/2024,2012.59,2028.94,2036.74,2011.28,,-0.79%
01/23/2024,2028.69,2021.24,2037.92,2019.59,,0.38%
01/22/2024,2020.99,2029.90,2032.28,2016.74,,-0.40%
01/19/2024,2029.09,2023.05,2039.49,2020.37,,0.32%
01/18/2024,2022.67,2006.09,2023.45,2005.43,,0.85%
01/17/2024,2005.72,2027.90,2033.05,2001.91,,-1.08%
01/16/2024,2027.59,2054.91,2055.65,2024.29,,-1.31%
01/15/2024,2054.49,2048.09,2059.25,2045.80,,0.28%
01/12/2024,2048.72,2028.30,2062.35,2027.99,,1.02%
01/11/2024,2028.09,2023.74,2039.69,2013.32,,0.23%
01/10/2024,2023.40,2029.94,2040.44,2020.45,,-0.31%
01/09/2024,2029.59,2028.40,2042.09,2026.11,,0.09%
01/08/2024,2027.84,2044.08,2046.71,2016.84,,-0.86%
01/05/2024,2045.50,2043.69,2064.03,2024.49,,0.11%
01/04/2024,2043.26,2041.34,2051.40,2036.24,,0.12%
01/03/2024,2040.78,2059.15,2066.12,2030.68,,-0.88%
01/02/2024,2058.88,2062.90,2079.02,2056.04,,-0.24%
01/01/2024,2063.80,2064.24,2074.90,2063.30,,0.06%
12/29/2023,2062.59,2065.15,2075.15,2057.75,,-0.11%
12/28/2023,2064.86,2077.34,2088.54,2065.89,,-0.59%
12/27/2023,2077.16,2066.70,2084.59,2061.00,,0.51%
12/26/2023,2066.60,2055.73,2068.65,2053.59,,0.57%
12/25/2023,2054.93,2054.32,2058.36,2053.96,,0.10%
12/22/2023,2052.98,2045.84,2070.65,2045.65,,0.37%
12/21/2023,2045.49,2029.44,2046.07,2029.44,,0.80%
12/20/2023,2029.19,2040.34,2043.94,2029.37,,-0.54%
12/19/2023,2040.12,2027.30,2047.07,2021.74,,0.65%
12/18/2023,2027.00,2020.09,2033.71,2015.99,,0.44%
12/15/2023,2018.19,2035.80,2045.55,2015.68,,-0.85%
12/14/2023,2035.53,2026.59,2047.98,2024.33,,0.45%
12/13/2023,2026.39,1979.74,2027.55,1973.09,,2.37%
12/12/2023,1979.44,1981.59,1996.80,1977.19,,-0.09%
12/11/2023,1981.30,2003.60,2008.72,1975.95,,-1.10%
12/08/2023,2003.39,2028.69,2034.19,1994.74,,-1.23%
12/07/2023,2028.34,2025.30,2039.93,2020.26,,0.17%
12/06/2023,2024.90,2019.74,2036.30,2017.27,,0.27%
12/05/2023,2019.42,2030.15,2041.33,2010.02,,-0.51%
12/04/2023,2029.74,2071.25,2135.90,2020.34,,-1.99%
12/01/2023,2070.90,2034.49,2075.34,2033.75,,1.73%
11/30/2023,2035.75,2044.80,2047.59,2031.84,,-0.43%
11/29/2023,2044.59,2041.24,2052.09,2035.05,,0.18%
11/28/2023,2040.89,2013.94,2043.00,2011.60,,1.35%
11/27/2023,2013.64,2002.78,2018.14,2000.67,,0.58%
11/24/2023,2001.97,1994.06,2003.68,1991.40,,0.51%
11/23/2023,1991.79,1990.15,1999.19,1989.01,,0.10%
11/22/2023,1989.72,1998.69,2006.90,1986.89,,-0.43%
11/21/2023,1998.37,1977.49,2007.52,1977.34,,1.07%
11/20/2023,1977.19,1980.39,1985.26,1965.20,,-0.14%
11/17/2023,1980.01,1981.21,1993.94,1978.59,,-0.04%
11/16/2023,1980.85,1959.44,1988.03,1956.49,,1.11%
11/15/2023,1959.09,1963.05,1975.59,1955.41,,-0.18%
11/14/2023,1962.67,1946.19,1970.84,1943.40,,0.86%
11/13/2023,1945.89,1937.05,1949.27,1931.73,,0.47%
11/10/2023,1936.79,1958.40,1960.93,1933.18,,-1.09%
11/09/2023,1958.19,1950.09,1965.69,1944.30,,0.43%
11/08/2023,1949.79,1968.84,1971.12,1947.48,,-0.95%
11/07/2023,1968.40,1978.19,1978.75,1956.20,,-0.47%
11/06/2023,1977.68,1992.30,1993.30,1977.52,,-0.73%
11/03/2023,1992.27,1985.69,2004.06,1983.26,,0.34%
11/02/2023,1985.51,1983.53,1991.49,1978.90,,0.17%
11/01/2023,1982.15,1983.01,1992.09,1969.90,,-0.03%
10/31/2023,1982.70,1996.00,2007.80,1978.90,,-0.66%
10/30/2023,1995.88,2004.80,2007.37,1990.50,,-0.49%
10/27/2023,2005.78,1985.17,2009.48,1976.35,,1.06%
10/26/2023,1984.82,1979.97,1994.05,1971.60,,0.26%
10/25/2023,1979.62,1971.36,1987.19,1963.34,,0.48%
10/24/2023,1970.11,1972.97,1980.99,1953.50,,-0.13%
10/23/2023,1972.59,1972.90,1983.40,1964.36,,-0.43%
10/20/2023,1981.04,1974.31,1997.27,1971.93,,0.37%
10/19/2023,1973.70,1947.99,1977.86,1945.18,,1.34%
10/18/2023,1947.69,1923.70,1962.74,1923.05,,1.28%
10/17/2023,1923.07,1920.14,1931.56,1911.85,,0.19%
10/16/2023,1919.44,1929.30,1931.80,1907.65,,-0.63%
10/13/2023,1931.70,1869.02,1933.76,1868.94,,3.37%
10/12/2023,1868.65,1874.10,1885.30,1866.92,,-0.26%
10/11/2023,1873.61,1859.99,1877.22,1858.60,,0.73%
10/10/2023,1860.09,1861.27,1865.65,1852.65,,-0.04%
10/09/2023,1860.88,1832.74,1864.15,1832.63,,1.56%
10/06/2023,1832.26,1820.40,1834.97,1810.10,,0.67%
10/05/2023,1820.01,1820.49,1829.30,1812.70,,-0.06%
10/04/2023,1821.08,1824.30,1831.05,1816.15,,-0.10%
10/03/2023,1822.81,1827.96,1833.36,1814.70,,-0.25%
10/02/2023,1827.40,1848.13,1849.06,1826.60,,-1.13%
09/29/2023,1848.31,1865.43,1880.24,1846.34,,-0.87%
09/28/2023,1864.56,1875.73,1880.15,1857.76,,-0.54%
09/27/2023,1874.70,1900.69,1903.95,1872.47,,-1.36%
09/26/2023,1900.49,1916.03,1916.89,1899.17,,-0.79%
09/25/2023,1915.66,1925.24,1927.26,1915.00,,-0.48%
09/22/2023,1924.99,1920.08,1929.65,1919.58,,0.28%
09/21/2023,1919.57,1930.99,1931.74,1913.40,,-0.52%
09/20/2023,1929.68,1931.69,1947.80,1927.90,,-0.07%
09/19/2023,1930.94,1933.68,1937.94,1929.71,,-0.11%
09/18/2023,1933.14,1924.19,1934.61,1922.15,,0.50%
09/15/2023,1923.57,1910.90,1930.84,1909.74,,0.69%
09/14/2023,1910.32,1906.68,1912.99,1900.95,,0.21%
09/13/2023,1906.30,1913.55,1916.30,1905.50,,-0.36%
09/12/2023,1913.26,1922.90,1925.05,1907.15,,-0.44%
09/11/2023,1921.66,1919.16,1930.90,1916.90,,0.20%
09/08/2023,1917.81,1919.57,1930.19,1917.36,,-0.07%
09/07/2023,1919.19,1916.86,1923.67,1916.10,,0.15%
09/06/2023,1916.28,1926.16,1929.80,1914.80,,-0.50%
09/05/2023,1925.81,1938.59,1939.13,1925.22,,-0.64%
09/04/2023,1938.19,1940.49,1946.42,1936.15,,-0.03%
09/01/2023,1938.80,1940.19,1953.44,1934.59,,-0.05%
08/31/2023,1939.74,1942.61,1948.19,1938.86,,-0.13%
08/30/2023,1942.24,1937.48,1949.04,1934.94,,0.26%
08/29/2023,1937.12,1920.23,1938.41,1914.00,,0.91%
08/28/2023,1919.66,1916.09,1926.19,1912.83,,0.27%
08/25/2023,1914.53,1917.80,1923.09,1903.40,,-0.15%
08/24/2023,1917.43,1914.15,1923.94,1911.35,,0.16%
08/23/2023,1914.31,1897.80,1920.94,1897.23,,0.89%
08/22/2023,1897.47,1895.09,1905.05,1888.60,,0.19%
08/21/2023,1893.94,1889.40,1899.05,1884.50,,0.30%
08/18/2023,1888.19,1889.49,1897.44,1886.20,,-0.04%
08/17/2023,1888.89,1892.20,1903.90,1884.50,,-0.15%
08/16/2023,1891.76,1901.59,1907.90,1891.30,,-0.52%
08/15/2023,1901.56,1907.40,1912.19,1896.15,,-0.33%
08/14/2023,1907.90,1913.67,1916.55,1902.20,,-0.28%
08/11/2023,1913.32,1912.65,1921.15,1910.94,,0.07%
08/10/2023,1912.06,1914.94,1930.11,1911.73,,-0.13%
08/09/2023,1914.59,1925.16,1932.48,1914.05,,-0.53%
08/08/2023,1924.82,1936.76,1938.15,1922.50,,-0.60%
08/07/2023,1936.39,1942.59,1946.81,1931.53,,-0.27%
08/04/2023,1941.62,1934.12,1947.19,1929.75,,0.41%
08/03/2023,1933.74,1934.66,1939.03,1929.55,,0.01%
08/02/2023,1933.56,1945.74,1955.40,1933.00,,-0.54%
08/01/2023,1944.08,1965.10,1966.24,1941.20,,-1.02%
07/31/2023,1964.19,1959.49,1972.44,1951.00,,0.25%
07/28/2023,1959.20,1944.27,1963.71,1944.27,,0.73%
07/27/2023,1944.99,1972.08,1982.24,1942.61,,-1.38%
07/26/2023,1972.10,1964.99,1978.31,1961.99,,0.38%
07/25/2023,1964.58,1955.20,1966.03,1953.21,,0.52%
07/24/2023,1954.51,1962.09,1967.97,1953.42,,-0.29%
07/21/2023,1960.23,1969.99,1973.89,1956.82,,-0.48%
07/20/2023,1969.62,1976.80,1987.59,1965.40,,-0.39%
07/19/2023,1977.25,1978.97,1981.05,1969.75,,-0.07%
07/18/2023,1978.71,1954.59,1984.39,1954.44,,1.23%
07/17/2023,1954.74,1954.90,1959.91,1945.82,,-0.01%
07/14/2023,1954.93,1961.58,1963.81,1951.00,,-0.27%
07/13/2023,1960.19,1957.44,1963.69,1952.71,,0.16%
07/12/2023,1957.09,1932.59,1959.82,1932.18,,1.30%
07/11/2023,1931.99,1925.40,1938.69,1924.40,,0.36%
07/10/2023,1924.99,1925.19,1928.31,1912.68,,0.04%
07/07/2023,1924.28,1911.07,1934.92,1909.56,,0.71%
07/06/2023,1910.80,1916.05,1927.69,1902.68,,-0.34%
07/05/2023,1917.32,1925.90,1935.17,1914.48,,-0.40%
07/04/2023,1925.09,1921.78,1930.84,1919.90,,0.19%
07/03/2023,1921.43,1919.40,1931.09,1910.10,,0.10%
06/30/2023,1919.57,1908.53,1922.90,1900.56,,0.60%
06/29/2023,1908.15,1908.80,1913.15,1893.01,,0.04%
06/28/2023,1907.42,1913.59,1917.24,1902.84,,-0.31%
06/27/2023,1913.35,1923.21,1930.85,1911.19,,-0.49%
06/26/2023,1922.85,1924.30,1933.48,1921.59,,0.08%
06/23/2023,1921.36,1913.80,1937.10,1910.24,,0.41%
06/22/2023,1913.52,1932.09,1935.00,1912.34,,-0.97%
06/21/2023,1932.26,1935.42,1939.55,1919.34,,-0.19%
06/20/2023,1935.91,1950.90,1956.87,1929.77,,-0.73%
06/19/2023,1950.12,1957.99,1958.93,1947.80,,-0.37%
06/16/2023,1957.36,1957.68,1968.00,1953.42,,-0.01%
06/15/2023,1957.65,1943.44,1960.34,1925.30,,0.75%
06/14/2023,1942.99,1943.49,1960.41,1939.73,,-0.02%
06/13/2023,1943.33,1957.69,1970.74,1939.99,,-0.69%
06/12/2023,1956.92,1960.25,1967.55,1948.80,,-0.19%
06/09/2023,1960.60,1968.10,1973.09,1956.73,,-0.36%
06/08/2023,1967.76,1940.59,1970.50,1939.81,,1.45%
06/07/2023,1939.63,1963.59,1970.26,1939.80,,-1.18%
06/06/2023,1962.85,1962.11,1966.85,1954.00,,0.06%
06/05/2023,1961.76,1947.59,1964.13,1938.14,,0.73%
06/02/2023,1947.63,1978.14,1983.52,1947.67,,-1.53%
06/01/2023,1977.88,1962.80,1983.27,1953.43,,0.79%
05/31/2023,1962.30,1959.30,1975.34,1953.67,,0.16%
05/30/2023,1959.14,1944.19,1963.63,1932.08,,0.84%
05/29/2023,1942.84,1944.09,1949.75,1940.30,,-0.18%
05/26/2023,1946.33,1940.69,1957.40,1936.84,,0.31%
05/25/2023,1940.34,1958.13,1964.95,1938.86,,-0.85%
05/24/2023,1957.01,1975.19,1985.30,1956.51,,-0.90%
05/23/2023,1974.73,1971.99,1977.80,1954.29,,0.27%
05/22/2023,1969.43,1977.80,1982.66,1968.40,,-0.36%
05/19/2023,1976.56,1957.40,1984.09,1954.05,,0.94%
05/18/2023,1958.05,1981.52,1986.12,1951.97,,-1.19%
05/17/2023,1981.72,1988.94,1993.13,1974.80,,-0.35%
05/16/2023,1988.60,2015.90,2018.94,1985.47,,-1.58%
05/15/2023,2020.60,2011.72,2022.20,2007.28,,0.47%
05/12/2023,2011.15,2015.19,2022.56,2001.05,,-0.22%
05/11/2023,2015.55,2030.56,2041.44,2011.19,,-0.69%
05/10/2023,2029.51,2034.19,2048.22,2021.57,,-0.23%
05/09/2023,2034.17,2022.24,2037.70,2019.50,,0.63%
05/08/2023,2021.39,2015.95,2029.63,2014.10,,0.24%
05/05/2023,2016.54,2051.73,2053.13,1999.30,,-1.69%
05/04/2023,2051.11,2036.86,2073.29,2030.34,,0.59%
05/03/2023,2039.02,2014.80,2040.69,2007.96,,1.13%
05/02/2023,2016.28,1982.81,2019.54,1978.38,,1.73%
